vendor name,Model Name,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,PRP,ERP,MYCT_discretized,MMIN_discretized,MMAX_discretized,CACH_discretized,CHMIN_discretized,CHMAX_discretized,PRP_discretized,ERP_discretized,MYCT_z_score,MMIN_z_score,MMAX_z_score,CACH_z_score,CHMIN_z_score,CHMAX_z_score,PRP_z_score,ERP_z_score,prediction
ibm,3033:u,57,4000,24000,64,12,16,237,171,"(50.0, 110.0]","(2000.0, 4000.0]","(16000.0, 64000.0]","(32.0, 256.0]","(6.0, 52.0]","(8.0, 24.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.5597219324648187,0.390111330094097,1.2597462751284623,1.3641665702788355,1.0341701121662756,0.011535963445200399,1.2960402819052752,0.8501054872695687,32
ibm,3081,26,16000,32000,64,16,24,465,361,"(16.999, 50.0]","(4000.0, 32000.0]","(16000.0, 64000.0]","(32.0, 256.0]","(6.0, 52.0]","(8.0, 24.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.6711750409799557,4.0873411599811496,2.048792293781657,1.3641665702788355,1.6048689572691734,0.4360594182285749,3.3496985167398967,2.738337178786858,32
ibm,3081:d,26,16000,32000,64,8,24,465,350,"(16.999, 50.0]","(4000.0, 32000.0]","(16000.0, 64000.0]","(32.0, 256.0]","(6.0, 52.0]","(8.0, 24.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.6711750409799557,4.0873411599811496,2.048792293781657,1.3641665702788355,0.46347126706337805,0.4360594182285749,3.3496985167398967,2.629018501909541,32
ibm,3083:b,26,8000,32000,0,8,24,277,220,"(16.999, 50.0]","(4000.0, 32000.0]","(16000.0, 64000.0]","(-0.001, 8.0]","(6.0, 52.0]","(8.0, 24.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.6711750409799557,1.6225212733897811,2.048792293781657,-0.724137149844938,0.46347126706337805,0.4360594182285749,1.656331200297314,1.3370705024503433,32
ibm,3083:e,26,8000,16000,0,8,16,185,113,"(16.999, 50.0]","(4000.0, 32000.0]","(8000.0, 16000.0]","(-0.001, 8.0]","(6.0, 52.0]","(8.0, 24.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.6711750409799557,1.6225212733897811,0.47070025647526764,-0.724137149844938,0.46347126706337805,0.011535963445200399,0.8276620879956247,0.27369791828008044,32
ibm,370/148,203,1000,2000,0,1,5,24,21,"(110.0, 225.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(5.999, 27.0]","(14.999, 28.0]",-0.03481374397417329,-0.5341961273776662,-0.9101302761678229,-0.724137149844938,-0.535251711866693,-0.5721837868819396,-0.6225088585323317,-0.6406037428756595,32
ibm,38/3,1100,512,1500,0,1,1,7,18,"(225.0, 1500.0]","(63.999, 768.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(5.999, 27.0]","(14.999, 28.0]",3.190135879834792,-0.6845501404597397,-0.9594456523336476,-0.724137149844938,-0.535251711866693,-0.7844455142736269,-0.7756324988489482,-0.6704179274785641,32
ibm,38/4,1100,768,2000,0,1,1,13,20,"(225.0, 1500.0]","(63.999, 768.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(5.999, 27.0]","(14.999, 28.0]",3.190135879834792,-0.6056759040888159,-0.9101302761678229,-0.724137149844938,-0.535251711866693,-0.7844455142736269,-0.7215888610901424,-0.650541804409961,32
ibm,38/5,600,768,2000,0,1,1,16,20,"(225.0, 1500.0]","(63.999, 768.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(5.999, 27.0]","(14.999, 28.0]",1.3925050973325817,-0.6056759040888159,-0.9101302761678229,-0.724137149844938,-0.535251711866693,-0.7844455142736269,-0.6945670422107395,-0.650541804409961,32
ibm,38/7,400,2000,4000,0,1,1,32,28,"(225.0, 1500.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(27.0, 49.5]","(14.999, 28.0]",0.6734527843316975,-0.22609364155374514,-0.7128687715045243,-0.724137149844938,-0.535251711866693,-0.7844455142736269,-0.550450674853924,-0.5710373121355489,32
ibm,38/8,400,4000,8000,0,1,1,32,45,"(225.0, 1500.0]","(2000.0, 4000.0]","(4000.0, 8000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(27.0, 49.5]","(28.0, 45.0]",0.6734527843316975,0.390111330094097,-0.318345762177927,-0.724137149844938,-0.535251711866693,-0.7844455142736269,-0.550450674853924,-0.402090266052423,32
ibm,4321,900,1000,1000,0,1,2,11,18,"(225.0, 1500.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(5.999, 27.0]","(14.999, 28.0]",2.471083566833908,-0.5341961273776662,-1.0087610284994724,-0.724137149844938,-0.535251711866693,-0.731380082425705,-0.7396034070097444,-0.6704179274785641,32
ibm,4331-1,900,512,1000,0,1,2,11,17,"(225.0, 1500.0]","(63.999, 768.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(5.999, 27.0]","(14.999, 28.0]",2.471083566833908,-0.6845501404597397,-1.0087610284994724,-0.724137149844938,-0.535251711866693,-0.731380082425705,-0.7396034070097444,-0.6803559890128655,32
ibm,4331-11,900,1000,4000,4,1,2,18,26,"(225.0, 1500.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(5.999, 27.0]","(14.999, 28.0]",2.471083566833908,-0.5341961273776662,-0.7128687715045243,-0.5936181673372022,-0.535251711866693,-0.731380082425705,-0.6765524962911376,-0.5909134352041518,32
ibm,4331-2,900,1000,4000,8,1,2,22,28,"(225.0, 1500.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(5.999, 27.0]","(14.999, 28.0]",2.471083566833908,-0.5341961273776662,-0.7128687715045243,-0.4630991848294664,-0.535251711866693,-0.731380082425705,-0.6405234044519337,-0.5710373121355489,32
ibm,4341,900,2000,4000,0,3,6,37,28,"(225.0, 1500.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(2.0, 6.0]","(5.0, 8.0]","(27.0, 49.5]","(14.999, 28.0]",2.471083566833908,-0.22609364155374514,-0.7128687715045243,-0.724137149844938,-0.24990228931524408,-0.5191183550340177,-0.5054143100549191,-0.5710373121355489,32
ibm,4341-1,225,2000,4000,8,3,6,40,31,"(110.0, 225.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(2.0, 6.0]","(5.0, 8.0]","(27.0, 49.5]","(28.0, 45.0]",0.04428201045592396,-0.22609364155374514,-0.7128687715045243,-0.4630991848294664,-0.24990228931524408,-0.5191183550340177,-0.4783924911755162,-0.5412231275326443,32
ibm,4341-10,225,2000,4000,8,3,6,34,31,"(110.0, 225.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(2.0, 6.0]","(5.0, 8.0]","(27.0, 49.5]","(28.0, 45.0]",0.04428201045592396,-0.22609364155374514,-0.7128687715045243,-0.4630991848294664,-0.24990228931524408,-0.5191183550340177,-0.532436128934322,-0.5412231275326443,32
ibm,4341-11,180,2000,8000,8,1,6,50,42,"(110.0, 225.0]","(768.0, 2000.0]","(4000.0, 8000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(5.0, 8.0]","(49.5, 111.5]","(28.0, 45.0]",-0.11750475996927497,-0.22609364155374514,-0.318345762177927,-0.4630991848294664,-0.535251711866693,-0.5191183550340177,-0.3883197615775065,-0.43190445065532757,32
ibm,4341-12,185,2000,16000,16,1,6,76,76,"(110.0, 225.0]","(768.0, 2000.0]","(8000.0, 16000.0]","(8.0, 32.0]","(-0.001, 1.0]","(5.0, 8.0]","(49.5, 111.5]","(45.0, 99.5]",-0.09952845214425286,-0.22609364155374514,0.47070025647526764,-0.20206121981399472,-0.535251711866693,-0.5191183550340177,-0.15413066462268124,-0.09401035848907584,32
ibm,4341-2,180,2000,16000,16,1,6,66,76,"(110.0, 225.0]","(768.0, 2000.0]","(8000.0, 16000.0]","(8.0, 32.0]","(-0.001, 1.0]","(5.0, 8.0]","(49.5, 111.5]","(45.0, 99.5]",-0.11750475996927497,-0.22609364155374514,0.47070025647526764,-0.20206121981399472,-0.535251711866693,-0.5191183550340177,-0.24420339422069096,-0.09401035848907584,32
ibm,4341-9,225,1000,4000,2,3,6,24,26,"(110.0, 225.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(2.0, 6.0]","(5.0, 8.0]","(5.999, 27.0]","(14.999, 28.0]",0.04428201045592396,-0.5341961273776662,-0.7128687715045243,-0.6588776585910702,-0.24990228931524408,-0.5191183550340177,-0.6225088585323317,-0.5909134352041518,32
ibm,4361-4,25,2000,12000,8,1,4,49,59,"(16.999, 50.0]","(768.0, 2000.0]","(8000.0, 16000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(27.0, 49.5]","(45.0, 99.5]",-0.6747703025449602,-0.22609364155374514,0.07617724714867033,-0.4630991848294664,-0.535251711866693,-0.6252492187298614,-0.39732703453730744,-0.2629574045722017,32
ibm,4361-5,25,2000,12000,16,3,5,66,65,"(16.999, 50.0]","(768.0, 2000.0]","(8000.0, 16000.0]","(8.0, 32.0]","(2.0, 6.0]","(-0.001, 5.0]","(49.5, 111.5]","(45.0, 99.5]",-0.6747703025449602,-0.22609364155374514,0.07617724714867033,-0.20206121981399472,-0.24990228931524408,-0.5721837868819396,-0.24420339422069096,-0.20332903536639257,32
ibm,4381-1,17,4000,16000,8,6,12,100,101,"(16.999, 50.0]","(2000.0, 4000.0]","(8000.0, 16000.0]","(-0.001, 8.0]","(2.0, 6.0]","(8.0, 24.0]","(49.5, 111.5]","(99.5, 1238.0]",-0.7035323950649955,0.390111330094097,0.47070025647526764,-0.4630991848294664,0.1781218445119292,-0.20072576394648686,0.062043886412542076,0.15444117986846218,32
ibm,4381-2,17,4000,16000,32,6,12,133,116,"(16.999, 50.0]","(2000.0, 4000.0]","(8000.0, 16000.0]","(8.0, 32.0]","(2.0, 6.0]","(8.0, 24.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.7035323950649955,0.390111330094097,0.47070025647526764,0.3200147102169486,0.1781218445119292,-0.20072576394648686,0.3592838940859741,0.303512102882985,32
ibm,8130-a,1500,768,1000,0,0,0,12,18,"(225.0, 1500.0]","(63.999, 768.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(5.999, 27.0]","(14.999, 28.0]",4.62824050583656,-0.6056759040888159,-1.0087610284994724,-0.724137149844938,-0.6779264231424174,-0.8375109461215486,-0.7305961340499434,-0.6704179274785641,32
ibm,8130-b,1500,768,2000,0,0,0,18,20,"(225.0, 1500.0]","(63.999, 768.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(5.999, 27.0]","(14.999, 28.0]",4.62824050583656,-0.6056759040888159,-0.9101302761678229,-0.724137149844938,-0.6779264231424174,-0.8375109461215486,-0.6765524962911376,-0.650541804409961,32
ipl,4436,50,2000,4000,0,3,6,27,30,"(16.999, 50.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(2.0, 6.0]","(5.0, 8.0]","(5.999, 27.0]","(28.0, 45.0]",-0.5848887634198496,-0.22609364155374514,-0.7128687715045243,-0.724137149844938,-0.24990228931524408,-0.5191183550340177,-0.5954870396529288,-0.5511611890669458,32
ipl,4443,50,2000,8000,8,3,6,45,44,"(16.999, 50.0]","(768.0, 2000.0]","(4000.0, 8000.0]","(-0.001, 8.0]","(2.0, 6.0]","(5.0, 8.0]","(27.0, 49.5]","(28.0, 45.0]",-0.5848887634198496,-0.22609364155374514,-0.318345762177927,-0.4630991848294664,-0.24990228931524408,-0.5191183550340177,-0.43335612637651133,-0.41202832758672453,32
ipl,4445,50,2000,8000,8,1,6,56,44,"(16.999, 50.0]","(768.0, 2000.0]","(4000.0, 8000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(5.0, 8.0]","(49.5, 111.5]","(28.0, 45.0]",-0.5848887634198496,-0.22609364155374514,-0.318345762177927,-0.4630991848294664,-0.535251711866693,-0.5191183550340177,-0.33427612381870064,-0.41202832758672453,32
ipl,4446,50,2000,16000,24,1,6,70,82,"(16.999, 50.0]","(768.0, 2000.0]","(8000.0, 16000.0]","(8.0, 32.0]","(-0.001, 1.0]","(5.0, 8.0]","(49.5, 111.5]","(45.0, 99.5]",-0.5848887634198496,-0.22609364155374514,0.47070025647526764,0.05897674520147695,-0.535251711866693,-0.5191183550340177,-0.20817430238148707,-0.03438198928326672,32
ipl,4460,50,2000,16000,24,1,6,80,82,"(16.999, 50.0]","(768.0, 2000.0]","(8000.0, 16000.0]","(8.0, 32.0]","(-0.001, 1.0]","(5.0, 8.0]","(49.5, 111.5]","(45.0, 99.5]",-0.5848887634198496,-0.22609364155374514,0.47070025647526764,0.05897674520147695,-0.535251711866693,-0.5191183550340177,-0.11810157278347735,-0.03438198928326672,32
ipl,4480,50,8000,16000,48,1,10,136,128,"(16.999, 50.0]","(4000.0, 32000.0]","(8000.0, 16000.0]","(32.0, 256.0]","(-0.001, 1.0]","(8.0, 24.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.5848887634198496,1.6225212733897811,0.47070025647526764,0.8420906402478919,-0.535251711866693,-0.30685662764233046,0.386305712965377,0.42276884129460324,32
magnuson,m80/30,100,1000,8000,0,2,6,16,37,"(50.0, 110.0]","(768.0, 2000.0]","(4000.0, 8000.0]","(-0.001, 8.0]","(1.0, 2.0]","(5.0, 8.0]","(5.999, 27.0]","(28.0, 45.0]",-0.4051256851696286,-0.5341961273776662,-0.318345762177927,-0.724137149844938,-0.3925770005909685,-0.5191183550340177,-0.6945670422107395,-0.4815947583268352,32
magnuson,m80/31,100,1000,8000,24,2,6,26,46,"(50.0, 110.0]","(768.0, 2000.0]","(4000.0, 8000.0]","(8.0, 32.0]","(1.0, 2.0]","(5.0, 8.0]","(5.999, 27.0]","(45.0, 99.5]",-0.4051256851696286,-0.5341961273776662,-0.318345762177927,0.05897674520147695,-0.3925770005909685,-0.5191183550340177,-0.6044943126127298,-0.3921522045181215,32
magnuson,m80/32,100,1000,8000,24,3,6,32,46,"(50.0, 110.0]","(768.0, 2000.0]","(4000.0, 8000.0]","(8.0, 32.0]","(2.0, 6.0]","(5.0, 8.0]","(27.0, 49.5]","(45.0, 99.5]",-0.4051256851696286,-0.5341961273776662,-0.318345762177927,0.05897674520147695,-0.24990228931524408,-0.5191183550340177,-0.550450674853924,-0.3921522045181215,32
magnuson,m80/42,50,2000,16000,12,3,16,45,80,"(16.999, 50.0]","(768.0, 2000.0]","(8000.0, 16000.0]","(8.0, 32.0]","(2.0, 6.0]","(8.0, 24.0]","(27.0, 49.5]","(45.0, 99.5]",-0.5848887634198496,-0.22609364155374514,0.47070025647526764,-0.3325802023217305,-0.24990228931524408,0.011535963445200399,-0.43335612637651133,-0.05425811235186976,32
magnuson,m80/43,50,2000,16000,24,6,16,54,88,"(16.999, 50.0]","(768.0, 2000.0]","(8000.0, 16000.0]","(8.0, 32.0]","(2.0, 6.0]","(8.0, 24.0]","(49.5, 111.5]","(45.0, 99.5]",-0.5848887634198496,-0.22609364155374514,0.47070025647526764,0.05897674520147695,0.1781218445119292,0.011535963445200399,-0.3522906697383026,0.02524637992254241,32
magnuson,m80/44,50,2000,16000,24,6,16,65,88,"(16.999, 50.0]","(768.0, 2000.0]","(8000.0, 16000.0]","(8.0, 32.0]","(2.0, 6.0]","(8.0, 24.0]","(49.5, 111.5]","(45.0, 99.5]",-0.5848887634198496,-0.22609364155374514,0.47070025647526764,0.05897674520147695,0.1781218445119292,0.011535963445200399,-0.2532106671804919,0.02524637992254241,32
microdata,seq.ms/3200,150,512,4000,0,8,128,30,33,"(110.0, 225.0]","(63.999, 768.0]","(63.999, 4000.0]","(-0.001, 8.0]","(6.0, 52.0]","(24.0, 176.0]","(27.0, 49.5]","(28.0, 45.0]",-0.22536260691940757,-0.6845501404597397,-0.7128687715045243,-0.724137149844938,0.46347126706337805,5.954864330412444,-0.5684652207735259,-0.5213470044640413,32
nas,as/3000,115,2000,8000,16,1,3,50,46,"(110.0, 225.0]","(768.0, 2000.0]","(4000.0, 8000.0]","(8.0, 32.0]","(-0.001, 1.0]","(-0.001, 5.0]","(49.5, 111.5]","(45.0, 99.5]",-0.3511967616945623,-0.22609364155374514,-0.318345762177927,-0.20206121981399472,-0.535251711866693,-0.6783146505777832,-0.3883197615775065,-0.3921522045181215,32
nas,as/3000-n,115,2000,4000,2,1,5,40,29,"(110.0, 225.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(27.0, 49.5]","(28.0, 45.0]",-0.3511967616945623,-0.22609364155374514,-0.7128687715045243,-0.6588776585910702,-0.535251711866693,-0.5721837868819396,-0.4783924911755162,-0.5610992506012473,32
nas,as/5000-e,92,2000,8000,32,1,6,60,53,"(50.0, 110.0]","(768.0, 2000.0]","(4000.0, 8000.0]","(8.0, 32.0]","(-0.001, 1.0]","(5.0, 8.0]","(49.5, 111.5]","(45.0, 99.5]",-0.43388777768966397,-0.22609364155374514,-0.318345762177927,0.3200147102169486,-0.535251711866693,-0.5191183550340177,-0.29824703197949676,-0.32258577377801084,32
nas,as/5000-n,92,2000,8000,4,1,6,50,41,"(50.0, 110.0]","(768.0, 2000.0]","(4000.0, 8000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(5.0, 8.0]","(49.5, 111.5]","(28.0, 45.0]",-0.43388777768966397,-0.22609364155374514,-0.318345762177927,-0.5936181673372022,-0.535251711866693,-0.5191183550340177,-0.3883197615775065,-0.44184251218962906,32
nas,as/6130,75,4000,16000,16,1,6,66,86,"(50.0, 110.0]","(2000.0, 4000.0]","(8000.0, 16000.0]","(8.0, 32.0]","(-0.001, 1.0]","(5.0, 8.0]","(49.5, 111.5]","(45.0, 99.5]",-0.49500722429473915,0.390111330094097,0.47070025647526764,-0.20206121981399472,-0.535251711866693,-0.5191183550340177,-0.24420339422069096,0.005370256853939369,32
nas,as/6150,60,4000,16000,32,1,6,86,95,"(50.0, 110.0]","(2000.0, 4000.0]","(8000.0, 16000.0]","(8.0, 32.0]","(-0.001, 1.0]","(5.0, 8.0]","(49.5, 111.5]","(45.0, 99.5]",-0.5489361477698055,0.390111330094097,0.47070025647526764,0.3200147102169486,-0.535251711866693,-0.5191183550340177,-0.06405793502467153,0.09481281066265305,32
nas,as/6620,60,2000,16000,64,5,8,74,107,"(50.0, 110.0]","(768.0, 2000.0]","(8000.0, 16000.0]","(32.0, 256.0]","(2.0, 6.0]","(5.0, 8.0]","(49.5, 111.5]","(99.5, 1238.0]",-0.5489361477698055,-0.22609364155374514,0.47070025647526764,1.3641665702788355,0.03544713323620476,-0.4129874913381741,-0.17214521054228318,0.2140695490742713,32
nas,as/6630,60,4000,16000,64,5,8,93,117,"(50.0, 110.0]","(2000.0, 4000.0]","(8000.0, 16000.0]","(32.0, 256.0]","(2.0, 6.0]","(5.0, 8.0]","(49.5, 111.5]","(99.5, 1238.0]",-0.5489361477698055,0.390111330094097,0.47070025647526764,1.3641665702788355,0.03544713323620476,-0.4129874913381741,-0.0010070243060647207,0.3134501644172865,32
nas,as/7000,72,4000,16000,64,8,16,143,120,"(50.0, 110.0]","(2000.0, 4000.0]","(8000.0, 16000.0]","(32.0, 256.0]","(6.0, 52.0]","(8.0, 24.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.5057930089897524,0.390111330094097,0.47070025647526764,1.3641665702788355,0.46347126706337805,0.011535963445200399,0.4493566236839838,0.3432643490201911,32
nas,as/7000-n,72,2000,8000,16,6,8,105,48,"(50.0, 110.0]","(768.0, 2000.0]","(4000.0, 8000.0]","(8.0, 32.0]","(2.0, 6.0]","(5.0, 8.0]","(49.5, 111.5]","(45.0, 99.5]",-0.5057930089897524,-0.22609364155374514,-0.318345762177927,-0.20206121981399472,0.1781218445119292,-0.4129874913381741,0.10708025121154693,-0.37227608144951846,32
nas,as/8040,40,8000,16000,32,8,16,214,126,"(16.999, 50.0]","(4000.0, 32000.0]","(8000.0, 16000.0]","(8.0, 32.0]","(6.0, 52.0]","(8.0, 24.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.6208413790698939,1.6225212733897811,0.47070025647526764,0.3200147102169486,0.46347126706337805,0.011535963445200399,1.0888730038298529,0.4028927182260002,32
nas,as/8050,40,8000,32000,64,8,24,277,266,"(16.999, 50.0]","(4000.0, 32000.0]","(16000.0, 64000.0]","(32.0, 256.0]","(6.0, 52.0]","(8.0, 24.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.6208413790698939,1.6225212733897811,2.048792293781657,1.3641665702788355,0.46347126706337805,0.4360594182285749,1.656331200297314,1.7942213330282133,32
nas,as/8060,35,8000,32000,64,8,24,370,270,"(16.999, 50.0]","(4000.0, 32000.0]","(16000.0, 64000.0]","(32.0, 256.0]","(6.0, 52.0]","(8.0, 24.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.6388176868949159,1.6225212733897811,2.048792293781657,1.3641665702788355,0.46347126706337805,0.4360594182285749,2.4940075855588044,1.8339735791654195,32
nas,as/9000-n,48,4000,24000,32,8,24,214,151,"(16.999, 50.0]","(2000.0, 4000.0]","(16000.0, 64000.0]","(8.0, 32.0]","(6.0, 52.0]","(8.0, 24.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.5920792865498585,0.390111330094097,1.2597462751284623,0.3200147102169486,0.46347126706337805,0.4360594182285749,1.0888730038298529,0.6513442565835382,32
nas,as/9040,38,8000,32000,64,8,24,326,267,"(16.999, 50.0]","(4000.0, 32000.0]","(16000.0, 64000.0]","(32.0, 256.0]","(6.0, 52.0]","(8.0, 24.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.6280319021999027,1.6225212733897811,2.048792293781657,1.3641665702788355,0.46347126706337805,0.4360594182285749,2.0976875753275617,1.8041593945625147,32
ncr,v8545:ii,84,1000,2000,0,1,6,12,21,"(50.0, 110.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(5.0, 8.0]","(5.999, 27.0]","(14.999, 28.0]",-0.46264987020969933,-0.5341961273776662,-0.9101302761678229,-0.724137149844938,-0.535251711866693,-0.5191183550340177,-0.7305961340499434,-0.6406037428756595,32
ncr,v8555:ii,56,1000,4000,0,1,6,17,26,"(50.0, 110.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(5.0, 8.0]","(5.999, 27.0]","(14.999, 28.0]",-0.5633171940298232,-0.5341961273776662,-0.7128687715045243,-0.724137149844938,-0.535251711866693,-0.5191183550340177,-0.6855597692509385,-0.5909134352041518,32
ncr,v8585:ii,56,4000,12000,0,1,8,42,62,"(50.0, 110.0]","(2000.0, 4000.0]","(8000.0, 16000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(5.0, 8.0]","(27.0, 49.5]","(45.0, 99.5]",-0.5633171940298232,0.390111330094097,0.07617724714867033,-0.724137149844938,-0.535251711866693,-0.4129874913381741,-0.46037794525591424,-0.23314321996929713,32
ncr,v8635,38,4000,8000,32,16,32,51,80,"(16.999, 50.0]","(2000.0, 4000.0]","(4000.0, 8000.0]","(8.0, 32.0]","(6.0, 52.0]","(24.0, 176.0]","(49.5, 111.5]","(45.0, 99.5]",-0.6280319021999027,0.390111330094097,-0.318345762177927,0.3200147102169486,1.6048689572691734,0.8605828730119495,-0.3793124886177055,-0.05425811235186976,32
ncr,v8655,38,8000,16000,64,4,8,100,142,"(16.999, 50.0]","(4000.0, 32000.0]","(8000.0, 16000.0]","(32.0, 256.0]","(2.0, 6.0]","(5.0, 8.0]","(49.5, 111.5]","(99.5, 1238.0]",-0.6280319021999027,1.6225212733897811,0.47070025647526764,1.3641665702788355,-0.10722757803951966,-0.4129874913381741,0.062043886412542076,0.5619017027748245,32
ncr,v8670,38,4000,16000,128,16,32,212,190,"(16.999, 50.0]","(2000.0, 4000.0]","(8000.0, 16000.0]","(32.0, 256.0]","(6.0, 52.0]","(24.0, 176.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.6280319021999027,0.390111330094097,0.47070025647526764,3.4524702904026086,1.6048689572691734,0.8605828730119495,1.070858457910251,1.0389286564212976,32
nixdorf,8890/30,200,1000,2000,0,1,2,25,21,"(110.0, 225.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(5.999, 27.0]","(14.999, 28.0]",-0.045599528669186554,-0.5341961273776662,-0.9101302761678229,-0.724137149844938,-0.535251711866693,-0.731380082425705,-0.6135015855725308,-0.6406037428756595,32
nixdorf,8890/50,200,1000,4000,0,1,4,30,25,"(110.0, 225.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(27.0, 49.5]","(14.999, 28.0]",-0.045599528669186554,-0.5341961273776662,-0.7128687715045243,-0.724137149844938,-0.535251711866693,-0.6252492187298614,-0.5684652207735259,-0.6008514967384534,32
nixdorf,8890/70,200,2000,8000,64,1,5,41,67,"(110.0, 225.0]","(768.0, 2000.0]","(4000.0, 8000.0]","(32.0, 256.0]","(-0.001, 1.0]","(-0.001, 5.0]","(27.0, 49.5]","(45.0, 99.5]",-0.045599528669186554,-0.22609364155374514,-0.318345762177927,1.3641665702788355,-0.535251711866693,-0.5721837868819396,-0.4693852182157152,-0.18345291229778954,32
perkin-elmer,3205,250,512,4000,0,1,7,25,24,"(225.0, 1500.0]","(63.999, 768.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(5.0, 8.0]","(5.999, 27.0]","(14.999, 28.0]",0.13416354958103446,-0.6845501404597397,-0.7128687715045243,-0.724137149844938,-0.535251711866693,-0.4660529231860959,-0.6135015855725308,-0.6107895582727549,32
perkin-elmer,3210,250,512,4000,0,4,7,50,24,"(225.0, 1500.0]","(63.999, 768.0]","(63.999, 4000.0]","(-0.001, 8.0]","(2.0, 6.0]","(5.0, 8.0]","(49.5, 111.5]","(14.999, 28.0]",0.13416354958103446,-0.6845501404597397,-0.7128687715045243,-0.724137149844938,-0.10722757803951966,-0.4660529231860959,-0.3883197615775065,-0.6107895582727549,32
perkin-elmer,3230,250,1000,16000,1,1,8,50,64,"(225.0, 1500.0]","(768.0, 2000.0]","(8000.0, 16000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(5.0, 8.0]","(49.5, 111.5]","(45.0, 99.5]",0.13416354958103446,-0.5341961273776662,0.47070025647526764,-0.691507404218004,-0.535251711866693,-0.4129874913381741,-0.3883197615775065,-0.2132670969006941,32
prime,50-2250,160,512,4000,2,1,5,30,25,"(110.0, 225.0]","(63.999, 768.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(27.0, 49.5]","(14.999, 28.0]",-0.18940999126936336,-0.6845501404597397,-0.7128687715045243,-0.6588776585910702,-0.535251711866693,-0.5721837868819396,-0.5684652207735259,-0.6008514967384534,32
