X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,X_discretized,Y_discretized,FFMC_discretized,DMC_discretized,DC_discretized,ISI_discretized,temp_discretized,RH_discretized,wind_discretized,rain_discretized,area_discretized,X_z_score,Y_z_score,FFMC_z_score,DMC_z_score,DC_z_score,ISI_z_score,temp_z_score,RH_z_score,wind_z_score,rain_z_score,area_z_score,prediction
3,4,8,6,92.4,124.1,680.7,8.5,22.5,42,5.4,0.0,0.0,"(0.999, 3.0]","(1.999, 4.0]","(91.6, 92.9]","(108.3, 142.4]","(664.2, 713.9]","(8.4, 10.8]","(19.3, 22.8]","(33.0, 42.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",-0.7242763700296131,-0.261751971572894,0.31247657353860053,0.23213942265960916,0.5465838086341496,-0.09981825873975057,0.6332880704481062,-0.1494190946466867,0.7515365629271943,-0.07903156383822371,-0.19809932042602912,8.903381642512077
3,4,8,1,84.4,73.4,671.9,3.2,17.9,45,3.1,0.0,0.0,"(0.999, 3.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(664.2, 713.9]","(-0.001, 6.5]","(15.5, 19.3]","(42.0, 53.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",-0.7242763700296131,-0.261751971572894,-1.0577371316909039,-0.5637834205329725,0.5113064684623091,-1.4113225900377202,-0.16078211743797113,0.03110475316575006,-0.5034846843882642,-0.07903156383822371,-0.19809932042602912,8.903381642512077
3,4,8,4,94.3,85.1,692.3,15.9,19.8,50,5.4,0.0,0.0,"(0.999, 3.0]","(1.999, 4.0]","(92.9, 96.2]","(68.6, 108.3]","(664.2, 713.9]","(10.8, 56.1]","(19.3, 22.8]","(42.0, 53.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",-0.7242763700296131,-0.261751971572894,0.6379023285306064,-0.38010891825776144,0.593085757042484,1.7313387321291127,0.16720339494975675,0.3319778328531447,0.7515365629271943,-0.07903156383822371,-0.19809932042602912,8.903381642512077
3,4,9,6,92.6,46.5,691.8,8.8,20.6,24,5.4,0.0,0.0,"(0.999, 3.0]","(1.999, 4.0]","(91.6, 92.9]","(1.0990000000000002, 68.6]","(664.2, 713.9]","(8.4, 10.8]","(19.3, 22.8]","(14.999, 33.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",-0.7242763700296131,-0.261751971572894,0.34673191616933624,-0.9860777890118769,0.5910813627145386,-0.025582164515337017,0.305302558060379,-1.2325621815213073,0.7515365629271943,-0.07903156383822371,-0.19809932042602912,8.903381642512077
3,5,8,4,93.5,149.3,728.6,8.1,17.2,43,3.1,0.0,0.0,"(0.999, 3.0]","(4.0, 5.0]","(92.9, 96.2]","(142.4, 291.3]","(713.9, 860.6]","(6.5, 8.4]","(15.5, 19.3]","(42.0, 53.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",-0.7242763700296131,0.56546418286358,0.5008809580076564,0.6277460429446796,0.7386047852513253,-0.19879971770563515,-0.28161888515976535,-0.08924447870920779,-0.5034846843882642,-0.07903156383822371,-0.19809932042602912,8.903381642512077
3,5,9,2,91.4,37.9,673.8,5.2,15.9,46,3.6,0.0,0.0,"(0.999, 3.0]","(4.0, 5.0]","(90.2, 91.6]","(1.0990000000000002, 68.6]","(664.2, 713.9]","(-0.001, 6.5]","(15.5, 19.3]","(42.0, 53.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",-0.7242763700296131,0.56546418286358,0.1411998603849125,-1.1210863975218612,0.5189231669085017,-0.9164152952082977,-0.5060300252145261,0.09127936910322898,-0.23065397845012103,-0.07903156383822371,-0.19809932042602912,8.903381642512077
2,5,9,6,92.6,46.5,691.8,8.8,15.4,35,0.9,0.0,0.0,"(0.999, 3.0]","(4.0, 5.0]","(91.6, 92.9]","(1.0990000000000002, 68.6]","(664.2, 713.9]","(8.4, 10.8]","(2.1990000000000003, 15.5]","(33.0, 42.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-1.1544778294159257,0.56546418286358,0.34673191616933624,-0.9860777890118769,0.5910813627145386,-0.025582164515337017,-0.592342002158665,-0.5706414062090391,-1.703939790516094,-0.07903156383822371,-0.19809932042602912,8.903381642512077
4,6,1,5,68.2,21.5,87.2,0.8,15.4,40,2.7,0.0,0.0,"(3.0, 4.0]","(5.0, 9.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(33.0, 42.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-0.29407491064330055,1.392680337300054,-3.832419884780651,-1.3785446742153196,-1.8326322586371209,-2.005211343833027,-0.592342002158665,-0.26976832652164456,-0.7217492491387786,-0.07903156383822371,-0.19809932042602912,8.903381642512077
4,6,2,6,89.3,51.3,102.2,9.6,10.6,46,4.9,0.0,0.0,"(3.0, 4.0]","(5.0, 9.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(8.4, 10.8]","(2.1990000000000003, 15.5]","(42.0, 53.0]","(4.0, 4.9]","(-0.001, 6.4]","(-0.001, 0.52]",-0.29407491064330055,1.392680337300054,-0.2184812372378339,-0.9107241470528159,-1.772500428798757,0.17238075341643172,-1.4209369808223977,0.09127936910322898,0.4787058569890512,-0.07903156383822371,-0.19809932042602912,8.903381642512077
3,5,2,1,88.1,25.7,67.6,3.8,14.9,38,2.7,0.0,0.0,"(0.999, 3.0]","(4.0, 5.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(33.0, 42.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-0.7242763700296131,0.56546418286358,-0.42401329302226004,-1.3126102375011413,-1.9112045162925833,-1.2628504015888935,-0.6786539791028037,-0.3901175583966024,-0.7217492491387786,-0.07903156383822371,-0.19809932042602912,8.903381642512077
3,5,7,5,93.5,139.4,594.2,20.3,17.6,52,5.8,0.0,0.0,"(0.999, 3.0]","(4.0, 5.0]","(92.9, 96.2]","(108.3, 142.4]","(437.7, 664.2]","(10.8, 56.1]","(15.5, 19.3]","(42.0, 53.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",-0.7242763700296131,0.56546418286358,0.5008809580076564,0.47232915640411627,0.19982358989958363,2.8201347807538424,-0.21256930360445395,0.4523270647281025,0.9698011276777085,-0.07903156383822371,-0.19809932042602912,8.903381642512077
3,6,8,6,92.4,124.1,680.7,8.5,17.2,58,1.3,0.0,0.0,"(0.999, 3.0]","(5.0, 9.0]","(91.6, 92.9]","(108.3, 142.4]","(664.2, 713.9]","(8.4, 10.8]","(15.5, 19.3]","(53.0, 100.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-0.7242763700296131,1.392680337300054,0.31247657353860053,0.23213942265960916,0.5465838086341496,-0.09981825873975057,-0.28161888515976535,0.8133747603529761,-1.4856752257655794,-0.07903156383822371,-0.19809932042602912,8.903381642512077
3,6,8,0,90.9,126.5,686.5,7.0,15.6,66,3.1,0.0,0.0,"(0.999, 3.0]","(5.0, 9.0]","(90.2, 91.6]","(108.3, 142.4]","(664.2, 713.9]","(6.5, 8.4]","(15.5, 19.3]","(53.0, 100.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",-0.7242763700296131,1.392680337300054,0.05556150380806846,0.26981624363913975,0.5698347828383168,-0.47099872986181746,-0.5578172113810095,1.2947716878528075,-0.5034846843882642,-0.07903156383822371,-0.19809932042602912,8.903381642512077
9,9,6,1,85.8,48.3,313.4,3.9,18.0,42,2.7,0.0,0.36,"(7.0, 9.0]","(5.0, 9.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(15.5, 19.3]","(33.0, 42.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",1.856932386288262,3.874328800609476,-0.817949733275742,-0.957820173277229,-0.9258442646745914,-1.2381050368474222,-0.14351972204914312,-0.1494190946466867,-0.7217492491387786,-0.07903156383822371,-0.1920773570912486,8.903381642512077
1,4,8,1,91.0,129.5,692.6,7.0,21.7,38,2.2,0.0,0.43,"(0.999, 3.0]","(1.999, 4.0]","(90.2, 91.6]","(108.3, 142.4]","(664.2, 713.9]","(6.5, 8.4]","(19.3, 22.8]","(33.0, 42.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-1.5846792888022383,-0.261751971572894,0.0726891751234363,0.31691226986355286,0.5942883936392516,-0.47099872986181746,0.495188907337484,-0.3901175583966024,-0.9945799550769218,-0.07903156383822371,-0.1909064197761524,8.903381642512077
1,2,7,2,95.5,99.9,513.3,13.2,23.3,31,4.5,0.0,0.55,"(0.999, 3.0]","(1.999, 4.0]","(92.9, 96.2]","(68.6, 108.3]","(437.7, 664.2]","(10.8, 56.1]","(22.8, 33.3]","(14.999, 33.0]","(4.0, 4.9]","(-0.001, 6.4]","(0.52, 6.57]",-1.5846792888022383,-1.916184280445842,0.8434343843150326,-0.1477685222173232,-0.12448741236199343,1.063213884109392,0.7713872335587284,-0.8113398699589549,0.2604412922385365,-0.07903156383822371,-0.18889909866455887,8.903381642512077
8,6,7,4,90.1,108.0,529.8,12.5,21.2,51,8.9,0.0,0.61,"(7.0, 9.0]","(5.0, 9.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(437.7, 664.2]","(10.8, 56.1]","(19.3, 22.8]","(42.0, 53.0]","(4.9, 9.4]","(-0.001, 6.4]","(0.52, 6.57]",1.4267309269019497,1.392680337300054,-0.08145986671488394,-0.020609251411407854,-0.058342399539792984,0.8899963309190945,0.40887693039334516,0.3921524487906236,2.661351504494196,-0.07903156383822371,-0.1878954381087621,8.903381642512077
1,2,6,5,90.0,51.3,296.3,8.7,16.6,53,5.4,0.0,0.71,"(0.999, 3.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(8.4, 10.8]","(15.5, 19.3]","(42.0, 53.0]","(4.9, 9.4]","(-0.001, 6.4]","(0.52, 6.57]",-1.5846792888022383,-1.916184280445842,-0.09858753803025176,-0.9107241470528159,-0.9943945506903262,-0.050327529256808494,-0.3851932574927316,0.5125016806655814,0.7515365629271943,-0.07903156383822371,-0.18622267051576752,8.903381642512077
2,5,7,2,95.5,99.9,513.3,13.2,23.8,32,5.4,0.0,0.77,"(0.999, 3.0]","(4.0, 5.0]","(92.9, 96.2]","(68.6, 108.3]","(437.7, 664.2]","(10.8, 56.1]","(22.8, 33.3]","(14.999, 33.0]","(4.9, 9.4]","(-0.001, 6.4]","(0.52, 6.57]",-1.1544778294159257,0.56546418286358,0.8434343843150326,-0.1477685222173232,-0.12448741236199343,1.063213884109392,0.8576992105028672,-0.7511652540214759,0.7515365629271943,-0.07903156383822371,-0.18521900995997076,8.903381642512077
6,5,7,3,95.2,131.7,578.8,10.4,27.4,22,4.0,0.0,0.9,"(4.0, 7.0]","(4.0, 5.0]","(92.9, 96.2]","(108.3, 142.4]","(437.7, 664.2]","(8.4, 10.8]","(22.8, 33.3]","(14.999, 33.0]","(2.7, 4.0]","(-0.001, 6.4]","(0.52, 6.57]",0.5663280081293245,0.56546418286358,0.7920513703689266,0.35144935576145564,0.13808824459886285,0.3703436713482009,1.4791454445006664,-1.3529114133962652,-0.012389413699606602,-0.07903156383822371,-0.1830444120890778,8.903381642512077
5,4,2,0,90.1,39.7,86.6,6.2,13.2,40,5.4,0.0,0.95,"(4.0, 7.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(33.0, 42.0]","(4.9, 9.4]","(-0.001, 6.4]","(0.52, 6.57]",0.13612654874301197,-0.261751971572894,-0.08145986671488394,-1.0928287817872133,-1.8350375318306553,-0.6689616477935864,-0.9721147007128759,-0.26976832652164456,0.7515365629271943,-0.07903156383822371,-0.1822080282925805,8.903381642512077
8,6,8,3,93.7,80.9,685.2,17.9,23.7,25,4.5,0.0,1.12,"(7.0, 9.0]","(5.0, 9.0]","(92.9, 96.2]","(68.6, 108.3]","(664.2, 713.9]","(10.8, 56.1]","(22.8, 33.3]","(14.999, 33.0]","(4.0, 4.9]","(-0.001, 6.4]","(0.52, 6.57]",1.4267309269019497,1.392680337300054,0.5351363006383946,-0.44604335497193964,0.5646233575856587,2.2262460269585347,0.8404368151140392,-1.1723875655838285,0.2604412922385365,-0.07903156383822371,-0.17936432338448968,8.903381642512077
6,5,5,4,92.5,56.4,433.3,7.1,23.2,39,5.4,0.0,1.19,"(4.0, 7.0]","(4.0, 5.0]","(91.6, 92.9]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(6.5, 8.4]","(22.8, 33.3]","(33.0, 42.0]","(4.9, 9.4]","(-0.001, 6.4]","(0.52, 6.57]",0.5663280081293245,0.56546418286358,0.3296042448539684,-0.8306609024713136,-0.44519050483326805,-0.4462533651203464,0.7541248381699004,-0.3299429424591235,0.7515365629271943,-0.07903156383822371,-0.17819338606939347,8.903381642512077
9,9,6,6,90.1,68.6,355.2,7.2,24.8,29,2.2,0.0,1.36,"(7.0, 9.0]","(5.0, 9.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(6.5, 8.4]","(22.8, 33.3]","(14.999, 33.0]","(0.399, 2.7]","(-0.001, 6.4]","(0.52, 6.57]",1.856932386288262,3.874328800609476,-0.08145986671488394,-0.6391370624920336,-0.7582768988583503,-0.42150800037887515,1.0303231643911448,-0.9316891018339127,-0.9945799550769218,-0.07903156383822371,-0.17534968116130267,8.903381642512077
3,4,6,5,90.1,51.2,424.1,6.2,24.6,43,1.8,0.0,1.43,"(0.999, 3.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(22.8, 33.3]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(0.52, 6.57]",-0.7242763700296131,-0.261751971572894,-0.08145986671488394,-0.9122940145936296,-0.4820713604674646,-0.6689616477935864,0.9957983736134896,-0.08924447870920779,-1.2128445198274365,-0.07903156383822371,-0.17417874384620646,8.903381642512077
5,4,8,4,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,1.46,"(4.0, 7.0]","(1.999, 4.0]","(92.9, 96.2]","(68.6, 108.3]","(664.2, 713.9]","(10.8, 56.1]","(19.3, 22.8]","(42.0, 53.0]","(4.0, 4.9]","(-0.001, 6.4]","(0.52, 6.57]",0.13612654874301197,-0.261751971572894,0.6379023285306064,-0.38010891825776144,0.593085757042484,1.7313387321291127,0.21899058111624015,0.1514539850407079,0.4787058569890512,-0.07903156383822371,-0.17367691356830806,8.903381642512077
7,4,7,6,94.8,108.3,647.1,17.0,16.4,47,1.3,0.0,1.56,"(4.0, 7.0]","(1.999, 4.0]","(92.9, 96.2]","(68.6, 108.3]","(437.7, 664.2]","(10.8, 56.1]","(15.5, 19.3]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(0.52, 6.57]",0.9965294675156371,-0.261751971572894,0.7235406851074504,-0.015899648788966585,0.41188850979621405,2.0035377442852953,-0.41971804827038756,0.1514539850407079,-1.4856752257655794,-0.07903156383822371,-0.17200414597531347,8.903381642512077
2,2,7,2,92.1,111.2,654.1,9.6,18.4,45,3.6,0.0,1.63,"(0.999, 3.0]","(1.999, 4.0]","(91.6, 92.9]","(108.3, 142.4]","(437.7, 664.2]","(8.4, 10.8]","(15.5, 19.3]","(42.0, 53.0]","(2.7, 4.0]","(-0.001, 6.4]","(0.52, 6.57]",-1.1544778294159257,-1.916184280445842,0.2610935595924922,0.029626509894632856,0.43995003038745056,0.17238075341643172,-0.07447014049383231,0.03110475316575006,-0.23065397845012103,-0.07903156383822371,-0.17083320866021728,8.903381642512077
2,4,7,2,92.1,111.2,654.1,9.6,20.5,35,4.0,0.0,1.64,"(0.999, 3.0]","(1.999, 4.0]","(91.6, 92.9]","(108.3, 142.4]","(437.7, 664.2]","(8.4, 10.8]","(19.3, 22.8]","(33.0, 42.0]","(2.7, 4.0]","(-0.001, 6.4]","(0.52, 6.57]",-1.1544778294159257,-0.261751971572894,0.2610935595924922,0.029626509894632856,0.43995003038745056,0.17238075341643172,0.28804016267155097,-0.5706414062090391,-0.012389413699606602,-0.07903156383822371,-0.1706659319009178,8.903381642512077
7,4,8,4,92.4,117.9,668.0,12.2,19.0,34,5.8,0.0,1.69,"(4.0, 7.0]","(1.999, 4.0]","(91.6, 92.9]","(108.3, 142.4]","(664.2, 713.9]","(10.8, 56.1]","(15.5, 19.3]","(33.0, 42.0]","(4.9, 9.4]","(-0.001, 6.4]","(0.52, 6.57]",0.9965294675156371,-0.261751971572894,0.31247657353860053,0.13480763512915553,0.4956721927043345,0.8157602366946809,0.02910423183913451,-0.6308160221465181,0.9698011276777085,-0.07903156383822371,-0.16982954810442052,8.903381642512077
6,4,7,3,95.2,131.7,578.8,10.4,20.3,41,4.0,0.0,1.9,"(4.0, 7.0]","(1.999, 4.0]","(92.9, 96.2]","(108.3, 142.4]","(437.7, 664.2]","(8.4, 10.8]","(19.3, 22.8]","(33.0, 42.0]","(2.7, 4.0]","(-0.001, 6.4]","(0.52, 6.57]",0.5663280081293245,-0.261751971572894,0.7920513703689266,0.35144935576145564,0.13808824459886285,0.3703436713482009,0.25351537189389556,-0.20959371058416562,-0.012389413699606602,-0.07903156383822371,-0.16631673615913187,8.903381642512077
6,3,2,5,90.6,50.1,100.4,7.8,15.2,31,8.5,0.0,1.94,"(4.0, 7.0]","(1.999, 4.0]","(90.2, 91.6]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(6.5, 8.4]","(2.1990000000000003, 15.5]","(14.999, 33.0]","(4.9, 9.4]","(-0.001, 6.4]","(0.52, 6.57]",0.5663280081293245,-1.088968126009368,0.004178489861960095,-0.9295625575425811,-1.7797162483793607,-0.2730358119300485,-0.6268667929363206,-0.8113398699589549,2.4430869397436816,-0.07903156383822371,-0.16564762912193404,8.903381642512077
8,6,8,5,92.5,121.1,674.4,8.6,17.8,56,1.8,0.0,1.95,"(7.0, 9.0]","(5.0, 9.0]","(91.6, 92.9]","(108.3, 142.4]","(664.2, 713.9]","(8.4, 10.8]","(15.5, 19.3]","(53.0, 100.0]","(0.399, 2.7]","(-0.001, 6.4]","(0.52, 6.57]",1.4267309269019497,1.392680337300054,0.3296042448539684,0.18504339643519602,0.5213284401020364,-0.07507289399827953,-0.17804451282679853,0.6930255284780182,-1.2128445198274365,-0.07903156383822371,-0.1654803523626346,8.903381642512077
8,5,8,6,89.7,90.0,704.4,4.8,17.8,67,2.2,0.0,2.01,"(7.0, 9.0]","(4.0, 5.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(664.2, 713.9]","(-0.001, 6.5]","(15.5, 19.3]","(53.0, 100.0]","(0.399, 2.7]","(-0.001, 6.4]","(0.52, 6.57]",1.4267309269019497,0.56546418286358,-0.1499705519763577,-0.3031854087578866,0.6415920997787644,-1.0153967541741822,-0.17804451282679853,1.3549463037902865,-0.9945799550769218,-0.07903156383822371,-0.16447669180683783,8.903381642512077
6,5,7,2,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,2.29,"(4.0, 7.0]","(4.0, 5.0]","(91.6, 92.9]","(108.3, 142.4]","(437.7, 664.2]","(8.4, 10.8]","(15.5, 19.3]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(0.52, 6.57]",0.5663280081293245,0.56546418286358,0.2610935595924922,0.029626509894632856,0.43995003038745056,0.17238075341643172,-0.3851932574927316,0.1514539850407079,-1.703939790516094,-0.07903156383822371,-0.159792942546453,8.903381642512077
6,5,7,2,96.0,127.1,570.5,16.5,23.4,33,4.5,0.0,2.51,"(4.0, 7.0]","(4.0, 5.0]","(92.9, 96.2]","(108.3, 142.4]","(437.7, 664.2]","(10.8, 56.1]","(22.8, 33.3]","(14.999, 33.0]","(4.0, 4.9]","(-0.001, 6.4]","(0.52, 6.57]",0.5663280081293245,0.56546418286358,0.9290727408918766,0.2792354488840223,0.10481529875496827,1.8798109205779394,0.7886496289475559,-0.690990638083997,0.2604412922385365,-0.07903156383822371,-0.15611285384186488,8.903381642512077
6,5,2,4,91.2,48.3,97.8,12.5,14.6,26,9.4,0.0,2.53,"(4.0, 7.0]","(4.0, 5.0]","(90.2, 91.6]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(10.8, 56.1]","(2.1990000000000003, 15.5]","(14.999, 33.0]","(4.9, 9.4]","(-0.001, 6.4]","(0.52, 6.57]",0.5663280081293245,0.56546418286358,0.10694451775417439,-0.957820173277229,-1.790139098884677,0.8899963309190945,-0.7304411652692872,-1.1122129496463495,2.9341822104323394,-0.07903156383822371,-0.15577830032326595,8.903381642512077
8,6,7,3,95.2,131.7,578.8,10.4,20.7,45,2.2,0.0,2.55,"(7.0, 9.0]","(5.0, 9.0]","(92.9, 96.2]","(108.3, 142.4]","(437.7, 664.2]","(8.4, 10.8]","(19.3, 22.8]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(0.52, 6.57]",1.4267309269019497,1.392680337300054,0.7920513703689266,0.35144935576145564,0.13808824459886285,0.3703436713482009,0.3225649534492064,0.03110475316575006,-0.9945799550769218,-0.07903156383822371,-0.15544374680466702,8.903381642512077
5,4,8,2,92.9,133.3,699.6,9.2,21.9,35,1.8,0.0,2.57,"(4.0, 7.0]","(1.999, 4.0]","(91.6, 92.9]","(108.3, 142.4]","(664.2, 713.9]","(8.4, 10.8]","(19.3, 22.8]","(33.0, 42.0]","(0.399, 2.7]","(-0.001, 6.4]","(0.52, 6.57]",0.13612654874301197,-0.261751971572894,0.3981149301154446,0.3765672364144763,0.6223499142304881,0.07339929445054713,0.5297136981151394,-0.5706414062090391,-1.2128445198274365,-0.07903156383822371,-0.1551091932860681,8.903381642512077
8,6,7,2,85.6,90.4,609.6,6.6,17.4,50,4.0,0.0,2.69,"(7.0, 9.0]","(5.0, 9.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(437.7, 664.2]","(6.5, 8.4]","(15.5, 19.3]","(42.0, 53.0]","(2.7, 4.0]","(-0.001, 6.4]","(0.52, 6.57]",1.4267309269019497,1.392680337300054,-0.8522050759064802,-0.29690593859463144,0.26155893520030393,-0.5699801888277021,-0.24709409438210994,0.3319778328531447,-0.012389413699606602,-0.07903156383822371,-0.1531018721744746,8.903381642512077
4,4,8,0,90.9,126.5,686.5,7.0,17.7,39,2.2,0.0,3.07,"(3.0, 4.0]","(1.999, 4.0]","(90.2, 91.6]","(108.3, 142.4]","(664.2, 713.9]","(6.5, 8.4]","(15.5, 19.3]","(33.0, 42.0]","(0.399, 2.7]","(-0.001, 6.4]","(0.52, 6.57]",-0.29407491064330055,-0.261751971572894,0.05556150380806846,0.26981624363913975,0.5698347828383168,-0.47099872986181746,-0.19530690821562655,-0.3299429424591235,-0.9945799550769218,-0.07903156383822371,-0.14674535532109514,8.903381642512077
1,4,7,5,90.2,96.9,624.2,8.9,14.2,53,1.8,0.0,3.5,"(0.999, 3.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(437.7, 664.2]","(8.4, 10.8]","(2.1990000000000003, 15.5]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(0.52, 6.57]",-1.5846792888022383,-0.261751971572894,-0.06433219539951367,-0.1948645484417363,0.3200872495763117,-0.0008367997738659793,-0.7994907468245983,0.5125016806655814,-1.2128445198274365,-0.07903156383822371,-0.1395524546712184,8.903381642512077
1,4,7,5,90.2,96.9,624.2,8.9,20.3,39,4.9,0.0,4.53,"(0.999, 3.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(437.7, 664.2]","(8.4, 10.8]","(19.3, 22.8]","(33.0, 42.0]","(4.0, 4.9]","(-0.001, 6.4]","(0.52, 6.57]",-1.5846792888022383,-0.261751971572894,-0.06433219539951367,-0.1948645484417363,0.3200872495763117,-0.0008367997738659793,0.25351537189389556,-0.3299429424591235,0.4787058569890512,-0.07903156383822371,-0.1223229484633741,8.903381642512077
6,5,3,3,81.5,9.1,55.2,2.7,5.8,54,5.8,0.0,4.61,"(4.0, 7.0]","(4.0, 5.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(4.9, 9.4]","(-0.001, 6.4]","(0.52, 6.57]",0.5663280081293245,0.56546418286358,-1.5544395998366003,-1.5732082492762272,-1.9609134956256309,-1.5350494137450759,-2.2495319594861303,0.5726762966030604,0.9698011276777085,-0.07903156383822371,-0.12098473438897843,8.903381642512077
2,5,7,6,90.2,99.6,631.2,6.3,19.2,44,2.7,0.0,4.69,"(0.999, 3.0]","(4.0, 5.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(437.7, 664.2]","(-0.001, 6.5]","(15.5, 19.3]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(0.52, 6.57]",-1.1544778294159257,0.56546418286358,-0.06433219539951367,-0.1524781248397647,0.34814877016754825,-0.6442162830521154,0.06362902261678992,-0.029069862771728863,-0.7217492491387786,-0.07903156383822371,-0.11964652031458275,8.903381642512077
2,5,8,2,90.1,82.9,735.7,6.2,18.3,45,2.2,0.0,4.88,"(0.999, 3.0]","(4.0, 5.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(713.9, 860.6]","(-0.001, 6.5]","(15.5, 19.3]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(0.52, 6.57]",-1.1544778294159257,0.56546418286358,-0.08145986671488394,-0.4146460041556642,0.767067184708151,-0.6689616477935864,-0.09173253588265971,0.03110475316575006,-0.9945799550769218,-0.07903156383822371,-0.11646826188789304,8.903381642512077
8,6,7,1,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,5.23,"(7.0, 9.0]","(5.0, 9.0]","(18.698999999999998, 90.2]","(142.4, 291.3]","(437.7, 664.2]","(8.4, 10.8]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(4.9, 9.4]","(-0.001, 6.4]","(0.52, 6.57]",1.4267309269019497,1.392680337300054,-0.3041195938146779,0.5963486921284042,0.2812019996141694,0.02390856496760506,-0.7649659560469425,1.2947716878528075,0.7515365629271943,-0.07903156383822371,-0.11061357531241195,8.903381642512077
1,3,8,6,92.4,124.1,680.7,8.5,23.9,32,6.7,0.0,5.33,"(0.999, 3.0]","(1.999, 4.0]","(91.6, 92.9]","(108.3, 142.4]","(664.2, 713.9]","(8.4, 10.8]","(22.8, 33.3]","(14.999, 33.0]","(4.9, 9.4]","(-0.001, 6.4]","(0.52, 6.57]",-1.5846792888022383,-1.088968126009368,0.31247657353860053,0.23213942265960916,0.5465838086341496,-0.09981825873975057,0.8749616058916947,-0.7511652540214759,1.4608963983663663,-0.07903156383822371,-0.10894080771941737,8.903381642512077
